Avail,Player,ERA,K,QS,SHD,WHIP,Rank,CBS Salary,Contract Status,Dollars
Free Agent,John Schreiber,3.94,49,0,26,1.31,802,0.0,FA,-1.3
Free Agent,Samuel Perez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Frankie Scalzo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Rodolfo Martinez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ike Buxton,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Moises Chace,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Nelson,0.0,0,0,0,0.0,9999,0.0,FA,-3.99722873247961
Free Agent,Bryan Valdez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Alex Rao,0.0,0,0,0,0.0,9999,0.0,FA,-4.46254362374504
Free Agent,Matt Festa,4.78,55,0,12,1.2,735,0.0,FA,-2.26
Free Agent,Alexis Diaz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,James Dykstra,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Trayson Kubo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,John Gorman,0.0,0,0,0,0.0,9999,0.0,FA,-9.26213874162803
Free Agent,Dillon Tate,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Keegan Akin,3.71,79,0,19,1.34,703,0.0,FA,0.24
Free Agent,Kyle Wright,0.0,0,0,0,0.0,9999,0.0,FA,-6.23721706051679
Free Agent,Stharlin Torres,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Espada,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sean McLaughlin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,D.J. Carpenter,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Julian Smith,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Peter Kussow,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,David Peterson,3.67,136,15,0,1.33,446,0.0,FA,-4.53
Free Agent,Ricky Karcher,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Garrett Whitlock,2.1,36,0,12,1.07,778,0.0,FA,12.03
Free Agent,Rubby De La Rosa,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matthew Hardy,0.0,0,0,0,0.0,9999,0.0,FA,9.03454686147416
Free Agent,Austin Smith,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Sborz,3.89,47,0,26,1.25,786,0.0,FA,-4.71
Free Agent,Julio Rodriguez,0.0,0,0,0,0.0,9999,30.0,W,-14.3073992367924
Free Agent,Bailey Falter,3.83,27,3,1,1.11,756,0.0,FA,-12.95
Free Agent,Edgar Osuna,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Chatwood,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brett Kennedy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Miguel Mendez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Danny Dopico,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Watson,3.96,46,0,10,1.24,791,0.0,FA,0.312046389256022
Free Agent,David Morgan,2.77,29,0,3,1.27,841,0.0,FA,-4.74
Free Agent,Gil Luna,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Riley Gowens,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nolan Becker,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dereck Rodriguez,0.0,0,0,0,0.0,9999,0.0,FA,-7.36113595645908
Free Agent,Kyle Nicolas,0.0,0,0,0,0.0,9999,0.0,FA,-9.55
Free Agent,Phil Fox,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Alejandro Mateo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Mitchell,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zach McAllister,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tommy Milone,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Justin Dunn,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ivan Maldonado,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Adonis Uceta,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Leandro Lopez,0.0,0,0,0,0.0,9999,0.0,FA,-0.501638370053666
Free Agent,William Ouellette,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brady Aiken,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Lance McCullers,4.61,127,8,0,1.37,643,0.0,FA,-15.83
Free Agent,Beau Sulser,0.0,0,0,0,0.0,9999,0.0,FA,-3.99108484974038
Free Agent,Stephen Ridings,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kai Wynyard,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tanner Kohlhepp,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luke Holman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zack Brown,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Carter Rustad,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Johnston,0.0,0,0,0,0.0,9999,0.0,FA,-9.15583054613195
Free Agent,Nathan Webb,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tanner Jesson-Dalton,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matthew Tippie,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Sandlin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ben Wereski,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zac Gallen,4.19,148,14,0,1.27,211,0.0,FA,-2.45
Free Agent,Logan Whitaker,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cory Wall,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Adam Macko,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jesus Broca,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ricardo Yan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ron Marinaccio,2.25,13,0,1,1.08,880,0.0,FA,-7.62
Free Agent,Grant Kipp,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jacob Bresnahan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Rafael De Paula,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael McAvene,0.0,0,0,0,0.0,9999,0.0,FA,-5.4236336584305
Free Agent,Hobbs Johnson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yimi Garcia,3.98,80,0,32,1.13,646,0.0,FA,3.71
Free Agent,Mason Fluharty,5.35,51,0,7,1.43,826,0.0,FA,-4.72
Free Agent,Frank Batista,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luke Stofel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jake Polancic,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jesse Chavez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Greg Williams,0.0,0,0,0,0.0,9999,0.0,FA,-0.807693191106629
Free Agent,Brady Choban,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gustavo Rodriguez,0.0,0,0,0,0.0,9999,0.0,FA,0.653935809232842
Free Agent,Todd Peterson,0.0,0,0,0,0.0,9999,0.0,FA,-4.527373987489
Free Agent,Adam Ravenelle,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Walters,3.21,14,0,1,0.93,859,0.0,FA,-16.3151538424642
Free Agent,Frank Rubio,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Leahy,4.09,140,11,0,1.31,530,0.0,FA,-15.81
Free Agent,Justin Wilson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Thurman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Eckelman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kent Hasler,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Logan Sendelbach,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matthew Fisher,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Hansell,0.0,0,0,0,0.0,9999,0.0,FA,13.1736681975845
Free Agent,Carson Hobbs,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Thornton,0.0,0,0,0,0.0,9999,0.0,FA,6.3108621884954
Free Agent,Willy Paredes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Scott Barlow,4.73,78,0,26,1.54,737,0.0,FA,-5.24
Free Agent,Payton Tolle,0.0,0,0,0,0.0,9999,0.0,FA,-4.32
Free Agent,Bradley Blalock,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Keyshawn Askew,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brandon Barriera,0.0,0,0,0,0.0,9999,0.0,FA,-5.47971381759204
Free Agent,Tyler Mahle,2.92,114,12,0,1.18,332,0.0,FA,-2.37
Free Agent,Trey Nielsen,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brian Metoyer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Christian Binford,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Benony Robles,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,JB Middleton,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Caleb Baragar,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Rhett Lowder,3.12,87,6,0,1.2,504,0.0,FA,-12.72
Free Agent,Joey DeNato,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tommy Shirley,0.0,0,0,0,0.0,9999,0.0,FA,-8.3196562939367
Free Agent,Craig Yoho,5.25,20,0,3,1.46,915,0.0,FA,0.0
Free Agent,Tristan Stivors,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Beck Way,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mitch White,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,James Farris,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Castillo,0.0,0,0,0,0.0,9999,0.0,FA,-2.2771054850683
Free Agent,Tyler Kinley,0.0,0,0,0,0.0,9999,0.0,FA,-1.9
Free Agent,Thad Ward,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jared Koenig,2.59,60,0,24,1.17,558,0.0,FA,5.89
Free Agent,Aaron Leasher,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yoniel Curet,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Xavier Meachem,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,David Davalillo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Guerrero,0.0,0,0,0,0.0,9999,0.0,FA,-8.33830914251802
Free Agent,Michael Lombardi,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jesus Pirela,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Spencer Patton,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dylan Howard,0.0,0,0,0,0.0,9999,0.0,FA,-6.42952735521835
Free Agent,Karson Milbrandt,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Erick Pinales,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Isaiah Coupet,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Lucas Braun,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Robby Snelling,0.0,0,0,0,0.0,9999,0.0,FA,-6.12
Free Agent,Julian Merryweather,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mitch Brown,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bryce Elder,4.62,130,14,0,1.35,576,0.0,FA,-17.74
Free Agent,Scott Blewett,0.0,0,0,0,0.0,9999,0.0,FA,-5.23659894563698
Free Agent,Joe Record,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chad Donato,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Martin Perez,0.0,0,0,0,0.0,9999,0.0,FA,-9.39
Free Agent,Ryan Boyer,0.0,0,0,0,0.0,9999,0.0,FA,-5.17887149870779
Free Agent,Albert Suarez,3.5,43,3,0,1.22,700,0.0,FA,9.86619875861909
Free Agent,Josh Mallitz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Jennings,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Seth Lugo,3.5,134,15,0,1.22,389,0.0,FA,-11.4
Free Agent,Zach Brzykcy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Imhof,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cody Delvecchio,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Lucas Long,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mark Washington,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Heriberto Ruelas,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chase Plymell,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Trevor Richards,0.0,0,0,0,0.0,9999,0.0,FA,-1.14654654601186
Free Agent,Stevie Emanuels,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Spenser Watkins,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jesus Flores,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Alvarez,0.0,0,0,0,0.0,9999,0.0,FA,-10.12
Free Agent,Christian Zazueta,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Whitehouse,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Marrero,0.0,0,0,0,0.0,9999,0.0,FA,-16.3151538424642
Free Agent,Dakody Clemmer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,David Kubiak,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brian Holmes,0.0,0,0,0,0.0,9999,0.0,FA,-7.7854740177715
Free Agent,Saul Teran,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Patrick Sandoval,4.89,45,3,1,1.43,870,0.0,FA,-8.94
Free Agent,Alonzo Richardson,0.0,0,0,0,0.0,9999,0.0,FA,-17.2005750190816
Free Agent,Paul Richan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Spencer Mraz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Justin Martinez,3.27,16,0,3,1.45,901,0.0,FA,-8.71431911921713
Free Agent,Hoby Milner,4.59,47,0,14,1.35,837,0.0,FA,-1.1
Free Agent,Dedniel Nunez,0.0,1,0,0,1.0,927,0.0,FA,-10.8674634197636
Free Agent,Nick Robertson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Adrian De Horta,0.0,0,0,0,0.0,9999,0.0,FA,-16.6430917313985
Free Agent,Tyler Stuart,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jake Gozzo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wilkin Paredes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Emilio Ogando,0.0,0,0,0,0.0,9999,0.0,FA,7.30445113578135
Free Agent,Wyatt Lunsford-Shenkman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Carlos Guzman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kendry Chourio,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,P.J. Labriola,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Austin Ross,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Taylor Lehman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dylan Rheault,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eric Reyzelman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Miguel Diaz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Rob Kaminsky,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zach McCambley,0.0,0,0,0,0.0,9999,0.0,FA,-8.13
Free Agent,Daniel Lloyd,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Justin Armbruester,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Aidan Curry,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,El'Hajj Muhammad,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cam Alldred,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Marte,0.0,0,0,0,0.0,9999,0.0,FA,-6.07553078028184
Free Agent,Anthony Block,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Will Mabrey,0.0,0,0,0,0.0,9999,0.0,FA,-7.95241120577763
Free Agent,Josh Hader,2.53,76,0,35,0.84,111,0.0,FA,13.17
Free Agent,Blake Whitney,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yankory Pimentel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Ortiz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Garvin Alston,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Drew Gray,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jacob Miller,0.0,0,0,0,0.0,9999,0.0,FA,29.6109254762643
Free Agent,Framber Valdez,3.92,173,21,0,1.31,79,0.0,FA,18.31
Free Agent,James McArthur,4.7,18,0,6,1.3,833,0.0,FA,0.0
Free Agent,Chase Anderson,0.0,0,0,0,0.0,9999,0.0,FA,-1.6895442437461
Free Agent,Trent Toplikar,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Shane Baz,4.66,144,12,0,1.34,213,0.0,FA,0.2
Free Agent,Brandon Walter,0.0,0,0,0,0.0,9999,0.0,FA,-8.91439489173746
Free Agent,Jesse Bergin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Alec Hansen,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Elvis Escobar,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Aaron Bummer,4.0,70,0,7,1.4,698,0.0,FA,-0.9
Free Agent,Harrison Cohen,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Juan Gonzalez,0.0,0,0,0,0.0,9999,0.0,FA,-13.7554372467265
Free Agent,Evan Sisk,0.0,0,0,0,0.0,9999,0.0,FA,-6.6
Free Agent,David Sandlin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kolton Curtis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kai-Wei Teng,5.23,45,2,0,1.35,818,0.0,FA,-8.46
Free Agent,Brian Hendry,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Connor Cooke,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Austin Vernon,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ian Oxnevad,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cole Miller,0.0,0,0,0,0.0,9999,0.0,FA,-3.99108484974038
Free Agent,Dietrich Enns,4.35,65,4,1,1.43,747,0.0,FA,-5.43
Free Agent,Yoanys Quiala,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Vespi,0.0,0,0,0,0.0,9999,0.0,FA,-3.34850465865868
Free Agent,Gregori Louis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yorvin Pantoja,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Collin Kober,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Casey Cobb,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Robert Wegielnik,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ty Madden,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jay Groome,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hyun-Seok Jang,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Logan Salow,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Dalquist,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ben Peoples,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kirby Snead,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,D.J. Brown,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Stephen Gonsalves,0.0,0,0,0,0.0,9999,0.0,FA,-9.30921916921304
Free Agent,Trent Palmer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Trevor McDonald,3.6,4,0,1,1.0,916,0.0,FA,-7.44
Free Agent,Ryan Loutos,0.0,0,0,0,0.0,9999,0.0,FA,-10.9505783312229
Free Agent,Luis Garcia,0.0,0,0,0,0.0,9999,0.0,FA,-3.47
Free Agent,Luis Garcia,0.0,0,0,0,0.0,9999,0.0,FA,-3.86
Free Agent,Parker Messick,3.66,139,13,0,1.26,264,0.0,FA,-1.94
Free Agent,Luis Rodriguez,0.0,0,0,0,0.0,9999,0.0,FA,0.653935809232842
Free Agent,Evan Rutckyj,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matthew Wivinis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tristan Smith,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Declan Cronin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chris Paddack,4.41,107,6,0,1.31,632,0.0,FA,-18.44
Free Agent,Chester Pimentel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jonathon Crawford,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Urena,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Janser Lara,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Anthony DeSclafani,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Carlos Pimentel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jack O'Loughlin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Omar Cruz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Kopech,0.0,0,0,0,0.0,9999,0.0,FA,-10.1278964265117
Free Agent,Danny Young,6.0,5,0,1,1.67,933,0.0,FA,0.0
Free Agent,Joey Marciano,0.0,0,0,0,0.0,9999,0.0,FA,1.0
Free Agent,Hector Neris,5.62,9,0,2,1.5,906,0.0,FA,0.0
Free Agent,Russell Smith,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dean Kremer,0.0,0,0,0,0.0,9999,0.0,FA,-8.25
Free Agent,Evan Kravetz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Keeler Morfe,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Phil Bickford,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kendall Graveman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nolan DeVos,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Shaun Anderson,0.0,0,0,0,0.0,9999,0.0,FA,-5.91965057702174
Free Agent,Hunter Parks,0.0,0,0,0,0.0,9999,0.0,FA,-6.27251197021841
Free Agent,Felix Bautista,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sam Carlson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sam Stuhr,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jordan Milbrath,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Aaron Rund,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dylan Ross,0.0,0,0,0,0.0,9999,0.0,FA,-6.42952735521835
Free Agent,Bryan Rodriguez,0.0,0,0,0,0.0,9999,0.0,FA,0.653935809232842
Free Agent,Alec Willis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bryan King,2.79,77,0,30,1.08,520,0.0,FA,6.95
Free Agent,Ryan Och,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chandler Welch,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Connor Foley,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Haynes,0.0,0,0,0,0.0,9999,0.0,FA,-7.44444819453451
Free Agent,Brock Burke,4.06,50,0,13,1.39,795,0.0,FA,-4.39
Free Agent,Sam Whiting,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wander Suero,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Logan Taylor,0.0,0,0,0,0.0,9999,0.0,FA,10.2486228739227
Free Agent,Justin King,0.0,0,0,0,0.0,9999,0.0,FA,-8.44813296759561
Free Agent,Jean Munoz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gage Hinsz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Austin Voth,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Caden Monke,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sean Mullen,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Nutof,0.0,0,0,0,0.0,9999,0.0,FA,-10.9505783312229
Free Agent,Colton Eastman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Simpson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sean Keselica,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Barnes,0.0,0,0,0,0.0,9999,0.0,FA,10.7207905413273
Free Agent,Graham Spraker,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Schlaffer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Daniel Brown,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Moore,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bjorn Johnson,0.0,0,0,0,0.0,9999,0.0,FA,-9.15583054613195
Free Agent,Felix Cepeda,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Keegan Yuhl,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jackson McClelland,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Robinson Martinez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cody Bowker,0.0,0,0,0,0.0,9999,0.0,FA,0.0
